pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD,precio_m2
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,97,79824,822.9278351
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,124,154143,1243.08871
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,80,215000,2687.5
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,129,261492,2027.069767
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,39,55000,1410.25641
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,4.0,3.0,202,635000,3143.564356
Argentina,Capital Federal,Abasto,Departamento,2.0,1.0,1.0,41,96000,2341.463415
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,70,123000,1757.142857
Argentina,Capital Federal,San Nicolás,Departamento,1.0,1.0,1.0,32,62000,1937.5
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,2.0,155,530000,3419.354839
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,1.0,1.0,1.0,33,50160,1520
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,72,66061,917.5138889
Argentina,Capital Federal,Colegiales,Departamento,4.0,3.0,1.0,75,195000,2600
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,37,105000,2837.837838
Argentina,Capital Federal,Recoleta,Departamento,8.0,4.0,2.0,223,560000,2511.210762
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38,52000,1368.421053
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38,69000,1815.789474
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,22,45000,2045.454545
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,39,55000,1410.25641
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,26,69000,2653.846154
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,70,119736,1710.514286
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,87,126617,1455.367816
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,25,63000,2520
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,104,112854,1085.134615
Colombia,Risaralda,Pereira,Apartamento,4.0,4.0,3.0,116,96339,830.5086207
Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,Departamento,3.0,2.0,1.0,47,50000,1063.829787
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,103,77071,748.2621359
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,90,60556,672.8444444
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,32,65000,2031.25
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,33,63000,1909.090909
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,286,192678,673.6993007
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,38,80000,2105.263158
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,70,75695,1081.357143
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,99,132122,1334.565657
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,78,80925,1037.5
Colombia,Antioquia,Sabaneta,Apartamento,1.0,1.0,1.0,53,35783,675.1509434
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,28,67000,2392.857143
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,53,83000,1566.037736
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,2.0,213,980000,4600.938967
Argentina,Neuquén,Neuquén,Departamento,2.0,1.0,1.0,54,155000,2870.37037
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,37,98000,2648.648649
Argentina,Capital Federal,Colegiales,Departamento,3.0,2.0,1.0,56,160000,2857.142857
Argentina,Neuquén,Lácar,Departamento,2.0,1.0,1.0,60,120000,2000
Argentina,Neuquén,Neuquén,Departamento,3.0,2.0,1.0,80,130000,1625
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,81,264500,3265.432099
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,2.0,2.0,55,115000,2090.909091
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,95,96339,1014.094737
Argentina,Córdoba,Córdoba,Departamento,5.0,2.0,2.0,70,139000,1985.714286
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,48,33031,688.1458333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,104,133498,1283.634615
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,65,66612,1024.8
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47,115000,2446.808511
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,65,133000,2046.153846
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,51,104000,2039.215686
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,2.0,1.0,1.0,40,80000,2000
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60,49546,825.7666667
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,2.0,74,290000,3918.918919
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,31,68000,2193.548387
Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,Departamento,3.0,2.0,1.0,101,60000,594.0594059
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,27,40000,1481.481481
Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,2.0,1.0,2.0,66,120000,1818.181818
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40,95000,2375
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,55,88000,1600
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,48,152000,3166.666667
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,35,79000,2257.142857
Colombia,Antioquia,La Estrella,Apartamento,2.0,2.0,1.0,46,39912,867.6521739
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,1.0,1.0,1.0,28,69500,2482.142857
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33,72000,2181.818182
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,105,99092,943.7333333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,92,218827,2378.554348
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,120,121112,1009.266667
Argentina,Buenos Aires Costa Atlántica,Mar del Tuyú,Departamento,4.0,2.0,1.0,65,51000,784.6153846
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,71,67713,953.7042254
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,100,174500,1745
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,1.0,1.0,1.0,39,92000,2358.974359
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,34,115000,3382.352941
Argentina,Capital Federal,Abasto,Departamento,2.0,1.0,1.0,35,89000,2542.857143
Argentina,Capital Federal,Villa Luro,Departamento,3.0,2.0,1.0,64,118000,1843.75
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,4.0,193,218827,1133.818653
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,1.0,70,185000,2642.857143
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,143,220204,1539.888112
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,55,84000,1527.272727
Argentina,Córdoba,Córdoba,Departamento,7.0,2.0,2.0,80,119000,1487.5
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,84,55051,655.3690476
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40,106001,2650.025
Argentina,Córdoba,Córdoba,Departamento,3.0,2.0,1.0,45,44999,999.9777778
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,53,46243,872.509434
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,180,371594,2064.411111
Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Departamento,1.0,1.0,1.0,39,59000,1512.820513
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,39,97000,2487.179487
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,51,85329,1673.117647
Argentina,Buenos Aires Interior,Tandil,Departamento,3.0,2.0,1.0,60,120000,2000
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,83,78448,945.1566265
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,39,158000,4051.282051
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,160,189926,1187.0375
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72,82576,1146.888889
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,110,170658,1551.436364
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,143,563832,3942.881119
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,65,118900,1829.230769
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32,85000,2656.25
Colombia,Norte de Santander,Los Patios,Apartamento,3.0,3.0,2.0,44,27525,625.5681818
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,93,115607,1243.086022
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,75,139900,1865.333333
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,48,59000,1229.166667
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,2.0,62,38536,621.5483871
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,86,66061,768.1511628
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,120,125000,1041.666667
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,43,130000,3023.255814
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,60,39912,665.2
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,68,60556,890.5294118
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,90,260000,2888.888889
Colombia,Antioquia,Medellín,Apartamento,1.0,1.0,1.0,51,156895,3076.372549
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,137,163776,1195.445255
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,105,295000,2809.52381
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,35,67000,1914.285714
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,110,249000,2263.636364
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,76,199500,2625
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,207,578035,2792.439614
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,125,440000,3520
Argentina,Capital Federal,Barracas,Departamento,2.0,1.0,1.0,35,65000,1857.142857
Argentina,Capital Federal,Colegiales,Departamento,2.0,1.0,1.0,50,159000,3180
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,1.0,47,135000,2872.340426
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,23,51430,2236.086957
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,96,87806,914.6458333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,164,454170,2769.329268
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,1.0,58,124000,2137.931034
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,37,60000,1621.621622
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,78,140380,1799.74359
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,305,825764,2707.422951
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,66,99000,1500
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,80,97715,1221.4375
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,53,179000,3377.358491
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,26,68000,2615.384615
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,53,88081,1661.90566
Argentina,Neuquén,Confluencia,Departamento,5.0,2.0,2.0,127,255000,2007.874016
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,41,89900,2192.682927
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,3.0,202,173410,858.4653465
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,42,123000,2928.571429
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,2.0,1.0,1.0,46,57000,1239.130435
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,70000,1750
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,65,53675,825.7692308
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,60,115000,1916.666667
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,28,56000,2000
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,77,91495,1188.246753
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,106,137627,1298.367925
Argentina,Río Negro,Cipolletti,Departamento,3.0,2.0,1.0,70,95000,1357.142857
Argentina,Capital Federal,Barrio Norte,Departamento,1.0,1.0,1.0,38,123500,3250
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,29,64900,2237.931034
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,59,115000,1949.152542
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60,34407,573.45
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,43,65000,1511.627907
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100,174500,1745
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,73,180000,2465.753425
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,84,107349,1277.964286
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,42,97000,2309.52381
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,40,87800,2195
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,2.0,70,160000,2285.714286
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,72,45417,630.7916667
Argentina,Córdoba,Córdoba,Departamento,7.0,4.0,2.0,129,99000,767.4418605
Argentina,Capital Federal,Villa Urquiza,Departamento,3.0,2.0,1.0,60,98000,1633.333333
Argentina,Jujuy,San Salvador de Jujuy,Departamento,4.0,2.0,2.0,72,110000,1527.777778
Argentina,Río Negro,San Carlos de Bariloche,Departamento,2.0,1.0,1.0,29,85000,2931.034483
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,2.0,95,165000,1736.842105
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,51,73000,1431.372549
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,140,163543,1168.164286
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41,77000,1878.04878
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,26,90500,3480.769231
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,54,160000,2962.962963
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,45,65000,1444.444444
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,37,50000,1351.351351
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,62,130000,2096.774194
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,44,110000,2500
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40,129000,3225
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,3.0,3.0,179,1200000,6703.910615
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,62,35233,568.2741935
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,92,104597,1136.923913
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,40,82000,2050
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,45,71000,1577.777778
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,40,90000,2250
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,110,244977,2227.063636
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,244,184421,755.8237705
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,50,75000,1500
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,201,178915,890.1243781
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,38,130000,3421.052632
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,29,55000,1896.551724
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,44,70000,1590.909091
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,81,115607,1427.246914
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,150,540000,3600
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,90,175000,1944.444444
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,42,112000,2666.666667
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,1.0,1.0,86,245000,2848.837209
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,2.0,72,147000,2041.666667
Argentina,Bs.As. G.B.A. Zona Oeste,Hurlingham,Departamento,1.0,1.0,1.0,30,40000,1333.333333
Colombia,Cundinamarca,Zipaquirá,Apartamento,3.0,3.0,2.0,61,45417,744.5409836
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,52,145000,2788.461538
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,48,119900,2497.916667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,144,678778,4713.736111
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,90,85329,948.1
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,52,46793,899.8653846
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,40,57000,1425
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,44,95000,2159.090909
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,46,125000,2717.391304
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,95,171000,1800
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,3.0,250,3000000,12000
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,75,99092,1321.226667
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,70000,1750
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,3.0,2.0,1.0,51,210000,4117.647059
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,45,95000,2111.111111
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,45,82576,1835.022222
Argentina,Bs.As. G.B.A. Zona Sur,Almirante Brown,Departamento,3.0,2.0,1.0,47,38000,808.5106383
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,28,50000,1785.714286
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,51,71566,1403.254902
Colombia,Santander,Barrancabermeja,Apartamento,2.0,2.0,2.0,74,37159,502.1486486
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,109,154143,1414.155963
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,77,88081,1143.909091
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,5.0,207,1250000,6038.647343
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,110,118359,1075.990909
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,4.0,140,82576,589.8285714
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,30,59900,1996.666667
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,68,61932,910.7647059
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,50,95000,1900
Argentina,Capital Federal,Palermo,Departamento,6.0,3.0,3.0,268,1100000,4104.477612
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38,58500,1539.473684
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,48200,1417.647059
Argentina,Capital Federal,Parque Chas,Departamento,4.0,3.0,3.0,120,285000,2375
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,71,63309,891.6760563
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,93,99092,1065.505376
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,108,57803,535.212963
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,108,285000,2638.888889
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,2.0,60,49546,825.7666667
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,159,246353,1549.389937
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,24,45000,1875
Argentina,Neuquén,Neuquén,Departamento,3.0,2.0,1.0,69,105000,1521.73913
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,59,144000,2440.677966
Argentina,Río Negro,Cipolletti,Departamento,2.0,1.0,1.0,54,125000,2314.814815
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,114,148637,1303.833333
Argentina,Capital Federal,Villa Urquiza,Departamento,3.0,2.0,1.0,110,193000,1754.545455
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,76,155000,2039.473684
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,31,72000,2322.580645
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,70,148637,2123.385714
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,44,69000,1568.181818
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60,37159,619.3166667
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,2.0,1.0,118,340000,2881.355932
Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,3.0,2.0,1.0,87,250000,2873.563218
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,155,440407,2841.335484
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39,80000,2051.282051
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,110,189926,1726.6
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40,120000,3000
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,124,137627,1109.895161
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,41,125000,3048.780488
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,38,110000,2894.736842
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,246,357831,1454.597561
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,60,64685,1078.083333
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,30,90000,3000
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,5.0,177,182769,1032.59322
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,121,143132,1182.909091
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,77,207900,2700
Argentina,Santa Fe,Rosario,Departamento,6.0,3.0,2.0,120,239000,1991.666667
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,47,79900,1700
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,36,80000,2222.222222
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,123,106455,865.4878049
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,135,246353,1824.837037
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,80,112854,1410.675
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,151,242224,1604.13245
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,3.0,148,50922,344.0675676
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,72,67437,936.625
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,114,159648,1400.421053
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,80,99092,1238.65
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,48,139000,2895.833333
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,50,200000,4000
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,2.0,112,630000,5625
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,70,220000,3142.857143
Argentina,Capital Federal,Chacarita,Departamento,1.0,1.0,1.0,30,89000,2966.666667
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,50,33031,660.62
Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,2.0,1.0,1.0,45,62000,1377.777778
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,49,127000,2591.836735
Argentina,Capital Federal,Palermo,Departamento,7.0,4.0,4.0,266,2200000,8270.676692
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,58,33031,569.5
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,3.0,180,539000,2994.444444
Argentina,Chaco,Resistencia,Departamento,5.0,3.0,2.0,71,70000,985.915493
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,3.0,93,96339,1035.903226
Argentina,Santa Fe,Rosario,Departamento,5.0,3.0,3.0,254,550000,2165.354331
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,38,149000,3921.052632
Argentina,Capital Federal,Palermo,Departamento,6.0,3.0,3.0,262,850000,3244.274809
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,110,115607,1050.972727
